ID,STATION_ID,MONTH,YEAR,NUMBER_OF_CARS_PARKED,PERCENT_FILLED
1095,14,6,2011,279,70
1096,15,6,2011,1589,67
1097,16,6,2011,578,55
1098,17,6,2011,620,57
1099,18,6,2011,250,88
1100,19,6,2011,1731,69
1101,20,6,2011,979,78
1102,21,6,2011,591,51
1103,22,6,2011,567,39
1104,23,6,2011,185,35
1105,1,7,2011,469,33
1106,2,7,2011,26,7
1107,3,7,2011,20,14
1108,4,7,2011,1933,94
1109,5,7,2011,917,89
1110,6,7,2011,402,38
1111,7,7,2011,225,55
1112,8,7,2011,332,70
1113,9,7,2011,992,42
1114,10,7,2011,754,38
1115,11,7,2011,424,58
1116,12,7,2011,138,22
1117,13,7,2011,216,35
1118,14,7,2011,332,83
1119,15,7,2011,1957,82
1120,16,7,2011,612,58
1121,17,7,2011,490,45
1122,18,7,2011,233,82
1123,19,7,2011,1140,45
1124,20,7,2011,836,67
1125,21,7,2011,582,51
1126,22,7,2011,549,38
1127,23,7,2011,172,32
1128,1,8,2011,679,47
1129,2,8,2011,27,7
1130,3,8,2011,27,19
1131,4,8,2011,2047,100
1132,5,8,2011,390,38
1133,6,8,2011,389,37
1134,7,8,2011,143,35
1135,8,8,2011,342,72
1136,9,8,2011,1139,48
1137,10,8,2011,578,29
1138,11,8,2011,462,63
1139,12,8,2011,240,39
1140,13,8,2011,335,55
1141,14,8,2011,300,75
1142,15,8,2011,1949,82
1143,16,8,2011,516,49
1144,17,8,2011,394,36
1145,18,8,2011,241,85
1146,19,8,2011,1782,71
1147,20,8,2011,978,78
1148,21,8,2011,553,48
1149,22,8,2011,489,33
1150,23,8,2011,136,26
1151,1,9,2011,468,33
1152,2,9,2011,32,8
1153,3,9,2011,18,13
1154,4,9,2011,2015,98
1155,5,9,2011,824,80
1156,6,9,2011,381,36
1157,7,9,2011,169,41
1158,8,9,2011,357,76
1159,9,9,2011,1236,52
1160,10,9,2011,752,38
1161,11,9,2011,496,68
1162,12,9,2011,218,35
1163,13,9,2011,264,43
1164,14,9,2011,321,80
1165,15,9,2011,1375,58
1166,16,9,2011,557,53
1167,17,9,2011,463,42
1168,18,9,2011,215,75
1169,19,9,2011,1193,47
1170,20,9,2011,1091,87
1171,21,9,2011,739,64
1172,22,9,2011,552,38
1173,23,9,2011,127,24
1174,1,10,2011,720,50
1175,2,10,2011,23,6
1176,3,10,2011,40,28
1177,4,10,2011,1979,96
1178,5,10,2011,476,46
1179,6,10,2011,358,34
1180,7,10,2011,196,48
1181,8,10,2011,332,70
1182,9,10,2011,1177,50
1183,10,10,2011,765,39
1184,11,10,2011,463,63
1185,12,10,2011,242,39
1186,13,10,2011,316,52
1187,14,10,2011,289,72
1188,15,10,2011,1330,56
1189,16,10,2011,519,49
1190,17,10,2011,496,45
1191,18,10,2011,236,83
1192,19,10,2011,1148,46
1193,20,10,2011,1055,84
1194,21,10,2011,546,48
1195,22,10,2011,498,34
1196,23,10,2011,135,25
1197,1,11,2011,,
1198,2,11,2011,,
1199,3,11,2011,,
1200,4,11,2011,,
1201,5,11,2011,,
1202,6,11,2011,,
1203,7,11,2011,,
1204,8,11,2011,,
1205,9,11,2011,,
1206,10,11,2011,,
1207,11,11,2011,,
1208,12,11,2011,,
1209,13,11,2011,,
1210,14,11,2011,,
1211,15,11,2011,,
1212,16,11,2011,,
1213,17,11,2011,,
1214,18,11,2011,,
1215,19,11,2011,,
1216,20,11,2011,,
1217,21,11,2011,,
1218,22,11,2011,,
1219,23,11,2011,,
1220,1,12,2011,,
1221,2,12,2011,,
1222,3,12,2011,,
1223,4,12,2011,,
1224,5,12,2011,,
1225,6,12,2011,,
1226,7,12,2011,,
1227,8,12,2011,,
1228,9,12,2011,,
1229,10,12,2011,,
1230,11,12,2011,,
1231,12,12,2011,,
1232,13,12,2011,,
1233,14,12,2011,,
1234,15,12,2011,,
1235,16,12,2011,,
1236,17,12,2011,,
1237,18,12,2011,,
1238,19,12,2011,,
1239,20,12,2011,,
1240,21,12,2011,,
1241,22,12,2011,,
1242,23,12,2011,,
1243,1,1,2012,,
1244,2,1,2012,,
1245,3,1,2012,,
1246,4,1,2012,,
1247,5,1,2012,,
1248,6,1,2012,,
1249,7,1,2012,,
1250,8,1,2012,,
1251,9,1,2012,,
1252,10,1,2012,,
1253,11,1,2012,,
1254,12,1,2012,,
1255,13,1,2012,,
1256,14,1,2012,,
1257,15,1,2012,,
1258,16,1,2012,,
1259,17,1,2012,,
1260,18,1,2012,,
1261,19,1,2012,,
1262,20,1,2012,,
1263,21,1,2012,,
1264,22,1,2012,,
1265,23,1,2012,,
1266,1,2,2012,316,22
1267,2,2,2012,35,9
1268,3,2,2012,11,8
1269,4,2,2012,1709,83
1270,5,2,2012,721,70
1271,6,2,2012,362,35
1272,7,2,2012,165,40
1273,8,2,2012,286,61
1274,9,2,2012,1013,43
1275,10,2,2012,506,26
1276,11,2,2012,409,56
1277,12,2,2012,238,38
1278,13,2,2012,230,38
1279,14,2,2012,221,55
1280,15,2,2012,1952,82
1281,16,2,2012,423,40
1282,17,2,2012,382,35
1283,18,2,2012,207,73
1284,19,2,2012,1033,41
1285,20,2,2012,813,65
1286,21,2,2012,458,40
1287,22,2,2012,398,27
1288,23,2,2012,88,17
1289,1,3,2012,422,29
1290,2,3,2012,30,8
1291,3,3,2012,12,8
1292,4,3,2012,1269,62
1293,5,3,2012,686,66
1294,6,3,2012,253,24
1295,7,3,2012,169,41
1296,8,3,2012,324,69
1297,9,3,2012,1101,47
1298,10,3,2012,595,30
1299,11,3,2012,355,48
1300,12,3,2012,195,31
1301,13,3,2012,235,38
1302,14,3,2012,238,59
1303,15,3,2012,2109,89
1304,16,3,2012,428,41
1305,17,3,2012,330,30
1306,18,3,2012,240,84
1307,19,3,2012,978,39
1308,20,3,2012,996,79
1309,21,3,2012,625,54
1310,22,3,2012,594,41
1311,23,3,2012,163,31
1312,1,4,2012,358,25
1313,2,4,2012,43,11
1314,3,4,2012,17,12
1315,4,4,2012,1252,61
1316,5,4,2012,773,75
1317,6,4,2012,340,32
1318,7,4,2012,154,37
1319,8,4,2012,356,75
1320,9,4,2012,916,39
1321,10,4,2012,472,24
1322,11,4,2012,419,57
1323,12,4,2012,208,33
1324,13,4,2012,222,36
1325,14,4,2012,167,42
1326,15,4,2012,1778,75
1327,16,4,2012,671,64
1328,17,4,2012,336,31
1329,18,4,2012,140,49
1330,19,4,2012,849,34
1331,20,4,2012,1167,93
1332,21,4,2012,607,53
1333,22,4,2012,513,35
1334,23,4,2012,129,24
1335,1,5,2012,440,31
1336,2,5,2012,27,7
1337,3,5,2012,19,13
1338,4,5,2012,1830,89
1339,5,5,2012,768,74
1340,6,5,2012,327,31
1341,7,5,2012,200,49
1342,8,5,2012,347,74
1343,9,5,2012,1090,46
1344,10,5,2012,442,23
1345,11,5,2012,374,51
1346,12,5,2012,154,25
1347,13,5,2012,200,33
1348,14,5,2012,162,40
1349,15,5,2012,1879,79
1350,16,5,2012,463,44
1351,17,5,2012,383,35
1352,18,5,2012,160,56
1353,19,5,2012,866,34
1354,20,5,2012,862,69
1355,21,5,2012,513,45
1356,22,5,2012,381,26
1357,23,5,2012,105,20
1358,1,6,2012,436,30
1359,2,6,2012,23,6
1360,3,6,2012,9,6
1361,4,6,2012,1755,85
1362,5,6,2012,593,57
1363,6,6,2012,273,26
1364,7,6,2012,182,44
1365,8,6,2012,360,76
1366,9,6,2012,944,40
1367,10,6,2012,540,28
1368,11,6,2012,413,56
1369,12,6,2012,156,25
1370,13,6,2012,221,36
1371,14,6,2012,168,42
1372,15,6,2012,1501,63
1373,16,6,2012,473,45
1374,17,6,2012,410,38
1375,18,6,2012,142,50
1376,19,6,2012,990,39
1377,20,6,2012,958,76
1378,21,6,2012,557,48
1379,22,6,2012,490,34
1380,23,6,2012,119,22
1381,1,7,2012,490,34
1382,2,7,2012,43,11
1383,3,7,2012,14,10
1384,4,7,2012,1707,83
1385,5,7,2012,469,45
1386,6,7,2012,329,31
1387,7,7,2012,197,48
1388,8,7,2012,333,71
1389,9,7,2012,912,39
1390,10,7,2012,502,26
1391,11,7,2012,380,52
1392,12,7,2012,178,29
1393,13,7,2012,203,33
1394,14,7,2012,182,45
1395,15,7,2012,1604,67
1396,16,7,2012,520,50
1397,17,7,2012,460,42
1398,18,7,2012,148,52
1399,19,7,2012,1108,44
1400,20,7,2012,797,63
1401,21,7,2012,590,51
1402,22,7,2012,474,32
1403,23,7,2012,136,26
1404,1,8,2012,418,29
1405,2,8,2012,32,8
1406,3,8,2012,17,12
1407,4,8,2012,1776,86
1408,5,8,2012,394,38
1409,6,8,2012,356,34
1410,7,8,2012,155,38
1411,8,8,2012,315,67
1412,9,8,2012,990,42
1413,10,8,2012,536,27
1414,11,8,2012,420,57
1415,12,8,2012,204,33
1416,13,8,2012,222,36
1417,14,8,2012,223,56
1418,15,8,2012,1557,65
1419,16,8,2012,542,52
1420,17,8,2012,362,33
1421,18,8,2012,131,46
1422,19,8,2012,882,35
1423,20,8,2012,1013,81
1424,21,8,2012,479,42
1425,22,8,2012,457,31
1426,23,8,2012,164,31
1427,1,9,2012,444,31
1428,2,9,2012,25,6
1429,3,9,2012,14,10
1430,4,9,2012,1728,84
1431,5,9,2012,401,39
1432,6,9,2012,336,32
1433,7,9,2012,199,48
1434,8,9,2012,288,61
1435,9,9,2012,937,40
1436,10,9,2012,618,31
1437,11,9,2012,391,53
1438,12,9,2012,197,32
1439,13,9,2012,234,38
1440,14,9,2012,180,45
1441,15,9,2012,1293,54
1442,16,9,2012,488,46
1443,17,9,2012,554,51
1444,18,9,2012,174,61
1445,19,9,2012,963,38
1446,20,9,2012,1125,89
1447,21,9,2012,516,45
1448,22,9,2012,490,34
1449,23,9,2012,141,26
1450,1,10,2012,428,30
1451,2,10,2012,27,7
1452,3,10,2012,15,11
1453,4,10,2012,1772,86
1454,5,10,2012,488,47
1455,6,10,2012,354,34
1456,7,10,2012,175,42
1457,8,10,2012,319,68
1458,9,10,2012,939,40
1459,10,10,2012,459,23
1460,11,10,2012,412,56
1461,12,10,2012,212,34
1462,13,10,2012,261,43
1463,14,10,2012,208,52
1464,15,10,2012,1771,74
1465,16,10,2012,509,48
1466,17,10,2012,441,40
1467,18,10,2012,193,68
1468,19,10,2012,1071,43
1469,20,10,2012,1123,89
1470,21,10,2012,611,53
1471,22,10,2012,487,33
1472,23,10,2012,124,23
1473,1,11,2012,494,34
1474,2,11,2012,39,10
1475,3,11,2012,14,10
1476,4,11,2012,1712,83
1477,5,11,2012,592,57
1478,6,11,2012,230,22
1479,7,11,2012,123,30
1480,8,11,2012,253,54
1481,9,11,2012,956,40
1482,10,11,2012,471,24
1483,11,11,2012,443,60
1484,12,11,2012,210,34
1485,13,11,2012,234,38
1486,14,11,2012,209,52
1487,15,11,2012,1656,70
1488,16,11,2012,540,51
1489,17,11,2012,419,38
1490,18,11,2012,200,70
1491,19,11,2012,915,36
1492,20,11,2012,744,59
1493,21,11,2012,515,45
1494,22,11,2012,382,26
1495,23,11,2012,134,25
1496,1,12,2012,345,24
1497,2,12,2012,32,8
1498,3,12,2012,16,11
1499,4,12,2012,1759,86
1500,5,12,2012,681,66
1501,6,12,2012,366,35
1502,7,12,2012,111,27
1503,8,12,2012,312,66
1504,9,12,2012,791,33
1505,10,12,2012,356,18
1506,11,12,2012,393,54
1507,12,12,2012,199,32
1508,13,12,2012,196,32
1509,14,12,2012,185,46
1510,15,12,2012,1532,64
1511,16,12,2012,570,54
1512,17,12,2012,420,38
1513,18,12,2012,136,48
1514,19,12,2012,851,34
1515,20,12,2012,814,65
1516,21,12,2012,471,41
1517,22,12,2012,430,29
1518,23,12,2012,129,24
1519,1,1,2013,380,26
1520,2,1,2013,34,9
1521,3,1,2013,8,6
1522,4,1,2013,1609,78
1523,5,1,2013,506,49
1524,6,1,2013,310,30
1525,7,1,2013,151,37
1526,8,1,2013,271,57
1527,9,1,2013,977,41
1528,10,1,2013,457,23
1529,11,1,2013,405,55
1530,12,1,2013,214,34
1531,13,1,2013,237,39
1532,14,1,2013,197,49
1533,15,1,2013,1454,61
1534,16,1,2013,489,47
1535,17,1,2013,483,44
1536,18,1,2013,258,91
1537,19,1,2013,914,36
1538,20,1,2013,1068,85
1539,21,1,2013,601,52
1540,22,1,2013,507,35
1541,23,1,2013,135,25
1542,1,2,2013,318,22
1543,2,2,2013,31,8
1544,3,2,2013,17,12
1545,4,2,2013,1684,82
1546,5,2,2013,449,45
1547,6,2,2013,312,30
1548,7,2,2013,175,40
1549,8,2,2013,319,68
1550,9,2,2013,924,39
1551,10,2,2013,533,27
1552,11,2,2013,413,56
1553,12,2,2013,182,29
1554,13,2,2013,256,42
1555,14,2,2013,198,49
1556,15,2,2013,1285,54
1557,16,2,2013,520,50
1558,17,2,2013,401,37
1559,18,2,2013,169,59
1560,19,2,2013,919,36
1561,20,2,2013,1007,80
1562,21,2,2013,549,48
1563,22,2,2013,460,32
1564,23,2,2013,140,26
1565,1,3,2013,437,30
1566,2,3,2013,26,7
1567,3,3,2013,12,8
1568,4,3,2013,1806,88
1569,5,3,2013,536,52
1570,6,3,2013,299,29
1571,7,3,2013,151,37
1572,8,3,2013,306,65
1573,9,3,2013,951,40
1574,10,3,2013,472,24
1575,11,3,2013,323,44
1576,12,3,2013,173,28
1577,13,3,2013,232,38
1578,14,3,2013,155,39
1579,15,3,2013,1403,59
1580,16,3,2013,479,46
1581,17,3,2013,412,38
1582,18,3,2013,141,49
1583,19,3,2013,1030,41
1584,20,3,2013,931,74
1585,21,3,2013,529,46
1586,22,3,2013,517,35
1587,23,3,2013,153,29
1588,1,4,2013,439,31
1589,2,4,2013,27,7
1590,3,4,2013,16,11
1591,4,4,2013,1750,85
1592,5,4,2013,466,45
1593,6,4,2013,318,30
1594,7,4,2013,139,34
1595,8,4,2013,286,61
1596,9,4,2013,933,39
1597,10,4,2013,520,27
1598,11,4,2013,389,53
1599,12,4,2013,151,24
1600,13,4,2013,212,35
1601,14,4,2013,187,47
1602,15,4,2013,1329,56
1603,16,4,2013,520,50
1604,17,4,2013,380,35
1605,18,4,2013,182,64
1606,19,4,2013,921,37
1607,20,4,2013,1160,92
1608,21,4,2013,641,56
1609,22,4,2013,515,35
1610,23,4,2013,154,29
1611,1,5,2013,411,29
1612,2,5,2013,36,9
1613,3,5,2013,10,7
1614,4,5,2013,1730,84
1615,5,5,2013,407,39
1616,6,5,2013,289,28
1617,7,5,2013,149,36
1618,8,5,2013,272,58
1619,9,5,2013,835,35
1620,10,5,2013,620,32
1621,11,5,2013,282,38
1622,12,5,2013,138,22
1623,13,5,2013,163,27
1624,14,5,2013,143,36
1625,15,5,2013,1335,56
1626,16,5,2013,450,43
1627,17,5,2013,316,29
1628,18,5,2013,241,85
1629,19,5,2013,872,35
1630,20,5,2013,840,67
1631,21,5,2013,465,40
1632,22,5,2013,453,31
1633,23,5,2013,121,23
1634,1,6,2013,410,29
1635,2,6,2013,33,8
1636,3,6,2013,18,13
1637,4,6,2013,1778,86
1638,5,6,2013,454,44
1639,6,6,2013,366,35
1640,7,6,2013,179,43
1641,8,6,2013,321,68
1642,9,6,2013,926,39
1643,10,6,2013,494,25
1644,11,6,2013,374,51
